Entrez	Chrom	Start	End	GeneSize
100422915	17	81125877	81125955	78
100422916	22	48274364	48274415	51
100422917	7	56955785	56955864	79
100422918	11	126988458	126988542	84
100422919	19	71973	72110	137
100422920	21	18686090	18686164	74
100422921	8	76966768	76966850	82
100422922	16	70030346	70030422	76
100422923	16	26025237	26025310	73
100422924	12	97995383	97995448	65
100422925	19	10230413	10230485	72
100422926	3	195134506	195134580	74
100422927	9	93819357	93819421	64
100422928	2	96798278	96798353	75
100422929	2	10192614	10192671	57
100422930	X	151168222	151168326	104
100422931	12	123010667	123010728	61
100422932	X	78901194	78901249	55
100422933	3	10330229	10330285	56
100422934	6	27147626	27147688	62
100422935	15	21843750	21843824	74
100422936	9	89312225	89312306	81
100422937	4	28819582	28819668	86
100422938	5	160474402	160474483	81
100422939	7	57405025	57405090	65
100422940	13	39664034	39664135	101
100422941	3	67225464	67225527	63
100422942	2	241477905	241477982	77
100422943	19	18386562	18386634	72
100422944	17	81451104	81451188	84
100422945	20	63286808	63286866	58
100422946	1	62078789	62078856	67
100422947	1	212077613	212077685	72
100422948	7	73711317	73711397	80
100422949	15	20832795	20832869	74
100422950	5	154596012	154596072	60
100422951	6	120015179	120015257	78
100422952	3	49274120	49274186	66
100422953	11	72072228	72072302	74
100422954	14	102539644	102539726	82
100422955	3	75738280	75738363	83
100422956	16	16309879	16309966	87
100422957	2	219058688	219058750	62
100422959	2	219906502	219906565	63
100422960	16	14901508	14901591	83
100422961	17	64822030	64822102	72
100422962	5	176629439	176629500	61
100422963	9	90023441	90023535	94
100422964	8	95072914	95072993	79
100422965	2	27996367	27996449	82
100422966	5	1708785	1708868	83
100422967	7	19705358	19705436	78
100422968	1	3127975	3128035	60
100422969	17	37033745	37033813	68
100422971	15	68801850	68801925	75
100422972	16	50742305	50742377	72
100422973	13	61199798	61199880	82
100422974	16	2531922	2532005	83
100422975	1	6429834	6429896	62
100422976	1	112461770	112461833	63
100422977	X	155457517	155457615	98
100422978	17	48724408	48724475	67
100422979	19	49308797	49308868	71
100422980	19	42133445	42133513	68
100422981	14	95137919	95137986	67
100422982	8	10666978	10667070	92
100422983	17	8088056	8088147	91
100422984	14	54878113	54878193	80
100422985	X	155383100	155383198	98
100422986	2	12737367	12737444	77
100422987	X	153981097	153981177	80
100422988	10	45164014	45164088	74
100422989	10	6152196	6152277	81
100422990	3	15697298	15697371	73
100422991	11	96341438	96341526	88
100422992	8	103154614	103154689	75
100422993	2	206783234	206783308	74
100422994	2	110069961	110070042	81
100422995	15	92904399	92904475	76
100422996	2	11836933	11836986	53
100422997	1	150551929	150552014	85
100422998	22	27920526	27920611	85
100422999	5	6827853	6827921	68
100423000	11	48096782	48096858	76
100423001	6	138435213	138435294	81
100423002	2	206783234	206783308	74
100423003	17	30117086	30117160	74
100423004	17	45475363	45475435	72
100423005	6	72967687	72967753	66
100423006	16	18411894	18411977	83
100423008	21	13644775	13644850	75
100423009	X	112780718	112780788	70
100423010	1	170151378	170151462	84
100423011	4	10078611	10078692	81
100423012	16	1734985	1735066	81
100423013	15	41866495	41866551	56
100423014	20	63238779	63238842	63
100423015	9	88745836	88745905	69
100423016	11	18387787	18387860	73
100423017	4	143343460	143343535	75
100423018	21	13406384	13406460	76
100423019	14	26908642	26908725	83
100423020	1	154975693	154975783	90
100423021	11	1859464	1859536	72
100423023	21	41167557	41167629	72
100423025	22	17764180	17764259	79
100423026	11	11656651	11656722	71
100423027	2	109313571	109313625	54
100423028	1	31758660	31758735	75
100423029	11	66934434	66934506	72
100423030	2	69103682	69103755	73
100423031	19	2250639	2250718	79
100423032	1	180438314	180438390	76
100423033	10	101601417	101601497	80
100423034	22	27920525	27920612	87
100423035	15	75762215	75762315	100
100423036	2	207109987	207110073	86
100423037	16	543277	543366	89
100423038	3	31161704	31161787	83
100423039	2	219549073	219549147	74
100423040	11	88176502	88176593	91
100423041	10	125032783	125032870	87
100423042	4	174423795	174423864	69
100423043	2	239305462	239305545	83
100423062	22	22887780	22896111	8331
10043	22	35299275	35347992	48717
100431172	12	9881489	9895833	14344
10044	9	127738317	127778710	40393
10045	19	6752160	6767463	15303
10046	X	150361422	150514178	152756
10047	20	23491101	23496010	4909
10048	6	13621498	13711835	90337
10049	7	157335381	157417439	82058
100499171	2	13710526	14418000	707474
100499183	8	103153394	103371410	218016
100499405	12	9144848	9261503	116655
100499483	9	97307304	97378751	71447
100499484	9	97238306	97297314	59008
1005	18	65750252	65890337	140085
10050	6	25754699	25781199	26500
100500801	1	38089231	38089329	98
100500802	12	95309923	95309984	61
100500803	3	159282646	159282734	88
100500804	7	133034860	133034915	55
100500807	X	74218549	74218618	69
100500808	1	25906362	25906454	92
100500809	X	20017088	20017187	99
100500810	1	228097263	228097341	78
100500811	9	137169186	137169270	84
100500812	16	2270713	2270772	59
100500813	20	44408120	44408203	83
100500814	20	47166967	47167058	91
100500816	12	1660315	1660380	65
100500817	12	128294092	128294178	86
100500818	4	184851013	184851110	97
100500819	7	98881650	98881729	79
100500820	5	140647844	140647926	82
100500821	9	91636251	91636361	110
100500822	X	39661216	39661321	105
100500823	11	101519820	101519905	85
100500824	5	38557502	38557561	59
100500825	5	90016621	90016720	99
100500826	22	35335640	35335758	118
100500827	17	56891270	56891355	85
100500828	22	46091044	46091126	82
100500829	7	43150895	43150994	99
100500830	7	32732981	32733077	96
100500831	5	171386656	171386760	104
100500832	1	165907921	165907976	55
100500834	10	57304479	57304559	80
100500835	7	151433489	151433639	150
100500836	7	71307672	71307770	98
100500837	2	188995630	188995692	62
100500838	8	12727237	12727299	62
100500839	8	129484057	129484142	85
100500841	17	75406069	75406162	93
100500842	12	103930425	103930555	130
100500843	12	104591633	104591716	83
100500844	11	70872270	70872368	98
100500845	19	45674932	45675008	76
100500846	9	134849487	134849564	77
100500847	17	74748613	74748699	86
100500849	1	247201967	247202060	93
100500850	2	53849122	53849205	83
100500851	6	158764661	158764753	92
100500852	16	15154850	15155002	152
100500853	1	33332393	33332492	99
100500854	1	65057755	65057842	87
100500855	15	76586647	76586691	44
100500856	12	64622509	64622605	96
100500857	6	166997807	166997912	105
100500858	8	27701677	27701759	82
100500859	3	99964314	99964398	84
100500860	22	20085746	20085833	87
100500861	13	77698012	77698116	104
100500862	21	8208473	8208652	179
100500863	8	123348034	123348130	96
100500864	18	35934088	35934142	54
100500865	5	132365490	132365599	109
100500866	10	122416965	122417067	102
100500867	4	98997387	98997460	73
100500868	12	69584723	69584822	99
100500869	X	121370972	121371053	81
100500870	8	12727232	12727304	72
100500871	8	27701673	27701767	94
100500872	9	127690687	127690795	108
100500873	6	33698128	33698234	106
100500875	3	55852492	55852594	102
100500876	1	16858949	16859021	72
100500877	3	79507887	79507969	82
100500878	2	134127125	134127192	67
100500879	6	140205252	140205326	74
100500880	6	134979338	134979432	94
100500881	4	159128802	159128894	92
100500882	22	49543393	49543466	73
100500883	7	30289794	30289890	96
100500884	2	12199130	12199201	71
100500885	6	36622436	36622512	76
100500886	7	7066964	7067045	81
100500887	X	70022857	70022923	66
100500888	19	6416410	6416511	101
100500889	12	112037599	112037715	116
100500890	10	35079598	35079680	82
100500891	16	56245520	56245623	103
100500893	10	117167678	117167774	96
100500894	Y	1293918	1293992	74
100500895	17	67471489	67471585	96
100500896	7	114653345	114653455	110
100500897	20	45705102	45705180	78
100500898	9	109511475	109511545	70
100500899	6	157529132	157529200	68
100500900	6	5148233	5148322	89
100500901	22	31160062	31160119	57
100500902	9	91636264	91636345	81
100500903	12	69584722	69584823	101
100500904	15	35372256	35372364	108
100500905	5	134225757	134225852	95
100500906	9	134850125	134850272	147
100500907	8	95072911	95072996	85
100500908	13	49996415	49996501	86
100500909	12	123536409	123536534	125
100500910	16	14907717	14907781	64
100500911	10	133371556	133371663	107
100500912	8	1801125	1801192	67
100500913	3	16933196	16933260	64
100500914	8	116874728	116874800	72
100500915	X	32583656	32583752	96
100500916	16	2135977	2136129	152
100500917	16	21506049	21506135	86
100500918	9	92292458	92292547	89
100500919	14	47760995	47761104	109
100500920	7	71307674	71307768	94
100500938	11	22846922	22860474	13552
100505385	3	158962235	159897358	935123
100505474	18	56003612	56191262	187650
100505477	8	57855411	57984126	128715
100505478	9	114666434	114682192	15758
100505495	19	41449520	41502015	52495
100505501	8	59117374	59123478	6104
100505515	20	12935912	13008417	72505
100505534	15	39921036	39925886	4850
100505538	13	79405901	79427317	21416
100505540	10	97102756	97104355	1599
100505545	4	146077712	146121921	44209
100505549	18	57629870	57738678	108808
100505561	10	97818479	97851012	32533
100505566	3	177377207	177767379	390172
100505573	15	40323692	40326715	3023
100505576	17	38925614	38929381	3767
100505583	10	33759713	33773930	14217
100505588	9	124006277	124009541	3264
100505591	17	39927732	39944999	17267
100505592	18	3466200	3487049	20849
100505609	3	180413008	180507405	94397
100505616	15	82750512	82796682	46170
100505619	16	52005425	52085177	79752
100505621	11	67602880	67606766	3886
100505622	19	42132555	42157523	24968
100505624	2	27335520	27342599	7079
100505625	5	6686321	6707711	21390
100505635	6	39848370	39900071	51701
100505636	5	140071312	140114715	43403
100505641	3	14920347	14948424	28077
100505648	15	40686161	40695128	8967
100505658	5	141558311	141565263	6952
100505664	20	23159587	23190419	30832
100505676	8	66209800	66432399	222599
100505678	5	111510396	111739726	229330
100505685	4	151798140	151969381	171241
100505687	3	183447569	183456017	8448
100505696	3	15254184	15264515	10331
100505702	4	78623173	78769640	146467
100505718	8	68852582	69254715	402133
100505724	17	41275698	41276207	509
100505738	5	8450701	8486930	36229
100505741	1	84506300	84567379	61079
100505746	21	44921033	44929682	8649
100505753	17	41307700	41309309	1609
100505761	10	102435771	102461106	25335
100505767	7	77050391	77062558	12167
100505768	1	87353521	87371683	18162
100505771	20	63626148	63628825	2677
100505776	18	71519962	71579003	59041
100505783	20	44210907	44226450	15543
100505795	1	164769116	164774641	5525
100505811	5	118282571	118284782	2211
100505812	19	48255675	48258199	2524
100505817	18	73324757	73392162	67405
100505826	20	44963794	44966959	3165
100505839	10	103745966	103755423	9457
100505841	5	122129622	122182658	53036
100505854	7	77657659	77697074	39415
100505869	10	104351296	104353685	2389
100505876	2	37196488	37216193	19705
100505877	3	23194833	23203625	8792
100505878	5	86746805	86749783	2978
100505879	6	167970316	167997110	26794
100505881	7	79452845	79471217	18372
100505890	10	104664608	104666216	1608
100505894	5	88268843	88439337	170494
100505929	21	17438752	17450104	11352
100505933	10	109929547	110008393	78846
100505964	2	3957652	3974124	16472
100505967	14	27529238	27639636	110398
100505984	2	160257716	160271880	14164
100505989	4	164754064	164803795	49731
100505993	9	137170858	137172056	1198
100506013	4	164877178	164898965	21787
100506020	11	72700474	72705607	5133
100506022	1	9425094	9455910	30816
100506025	7	16210474	16270604	60130
100506033	19	49838639	49851687	13048
100506035	4	79491802	79623479	131677
100506047	2	43031797	43217246	185449
100506049	7	16526825	16581568	54743
100506050	7	63959841	64038480	78639
100506054	2	3558375	3564842	6467
100506068	19	46660308	46678991	18683
100506082	11	4175885	4202669	26784
100506083	16	70315442	70346814	31372
100506084	17	46274184	46361766	87582
100506085	4	169917761	169975989	58228
100506108	2	44940130	44945785	5655
100506115	20	50233416	50312038	78622
100506119	9	129320968	129359549	38581
100506122	4	171040564	171059163	18599
100506125	12	48787978	48801483	13505
100506126	10	118341437	118398468	57031
100506127	11	76381303	76414619	33316
100506142	2	46568256	46580248	11992
100506144	1	34981380	34985347	3967
100506164	X	149774068	149776867	2799
100506172	16	73386771	73504954	118183
100506175	20	50645471	50662299	16828
100506178	7	22561610	22602536	40926
100506190	9	129476946	129513769	36823
100506195	22	33725007	33750843	25836
100506211	11	565657	568542	2885
100506215	21	32728079	32747065	18986
100506229	4	184892858	184899908	7050
100506237	14	36519278	36655552	136274
100506243	3	42936386	42942792	6406
100506258	11	7418826	7513675	94849
100506275	3	42934252	42936785	2533
100506286	2	101151660	101155412	3752
100506289	7	26543578	26558880	15302
100506299	2	8666636	8681898	15262
100506302	7	155611231	155645205	33974
100506305	11	12961541	12989597	28056
100506314	12	12927682	13022056	94374
100506319	3	44424111	44429531	5420
100506334	21	33915534	34039762	124228
100506356	X	2904904	2906081	1177
100506368	11	86955558	87021909	66351
100506371	17	183824	200433	16609
100506374	19	56272748	56310454	37706
100506376	1	1173056	1179555	6499
100506380	7	156388922	156640654	251732
100506385	21	34745725	34784886	39161
100506392	1	112849483	113047059	197576
100506394	13	113864112	113883253	19141
100506406	5	35938788	35942286	3498
100506409	6	11043482	11079154	35672
100506411	14	70808811	70816935	8124
100506412	14	45891087	46501903	610816
100506413	7	111808516	111821773	13257
100506421	2	104656012	104857008	200996
100506422	9	26066675	26118408	51733
100506428	21	36098090	36175815	77725
100506433	14	47682429	47901681	219252
100506443	1	226656079	226675111	19032
100506457	2	11829690	12702919	873229
100506462	4	55363971	55396096	32125
100506465	12	113583886	113773726	189840
100506469	19	35540731	35546029	5298
100506470	20	61079049	61084045	4996
100506475	5	38399801	38403471	3670
100506476	14	73787350	73803628	16278
100506492	21	40383029	40385439	2410
100506495	5	38556762	38671216	114454
100506497	7	28955756	29013370	57614
100506498	14	73822559	73830135	7576
100506504	1	2181794	2184389	2595
100506506	3	109101401	109110342	8941
100506516	7	30390885	30412375	21490
100506526	5	61732774	61736504	3730
100506527	7	101561719	101569018	7299
100506530	15	61713005	61731389	18384
100506540	11	18588781	18610255	21474
100506542	16	86151351	86244348	92997
100506564	4	56530606	56603507	72901
100506571	1	228073909	228076550	2641
100506581	16	87083562	87317420	233858
100506599	9	135417086	135480777	63691
100506622	13	22040811	22276526	235715
100506637	3	48847572	48897568	49996
100506655	16	25140570	25149051	8481
100506658	5	69492292	69558104	65812
100506660	12	31019434	31073847	54413
100506668	12	120488079	120495954	7875
100506674	5	44495094	44809850	314756
100506675	11	32033595	32053331	19736
100506679	22	43015375	43058506	43131
100506680	13	23418940	23428869	9929
100506682	7	127476883	127485804	8921
100506686	15	67290636	67521898	231262
100506688	5	965257	1004541	39284
100506696	1	202810827	202827227	16400
100506697	13	23465776	23487712	21936
100506710	9	37034202	37090928	56726
100506724	3	116921431	116932238	10807
100506731	14	85493931	85531660	37729
100506733	10	49121834	49151555	29721
