"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"KEGG","Pancreatic cancer","KEGG:05212","1","0","76","386","2","8484","572,208"
"KEGG","Basal cell carcinoma","KEGG:05217","1","0","63","386","1","8484","6934"
"KEGG","Melanoma","KEGG:05218","1","0","72","386","3","8484","572,26291,208"
"KEGG","Chronic myeloid leukemia","KEGG:05220","1","0","76","386","3","8484","6777,572,208"
"KEGG","Small cell lung cancer","KEGG:05222","1","0","92","386","3","8484","6256,208,1030"
"KEGG","Breast cancer","KEGG:05224","1","0","147","386","6","8484","6934,3280,26291,2100,2099,208"
"KEGG","Hepatocellular carcinoma","KEGG:05225","1","0","166","386","6","8484","6934,572,2941,2939,2938,208"
"KEGG","Gastric cancer","KEGG:05226","1","0","148","386","5","8484","6934,6256,26291,208,1030"
"KEGG","PD-L1 expression and PD-1 checkpoint pathway in cancer","KEGG:05235","1","0","89","386","1","8484","208"
"KEGG","Autoimmune thyroid disease","KEGG:05320","1","0","49","386","1","8484","7173"
"KEGG","Inflammatory bowel disease","KEGG:05321","1","0","62","386","2","8484","6095,4094"
"KEGG","Systemic lupus erythematosus","KEGG:05322","1","0","132","386","3","8484","731,729,102724334"
"KEGG","Arrhythmogenic right ventricular cardiomyopathy","KEGG:05412","1","0","84","386","2","8484","776,6934"
"KEGG","Dilated cardiomyopathy","KEGG:05414","1","0","102","386","2","8484","776,111"
"KEGG","Transcriptional misregulation in cancer","KEGG:05202","1","0","192","386","7","8484","6256,54738,5468,4094,3087,2308,1671"
"KEGG","Pathways in cancer","KEGG:05200","1","0","527","386","20","8484","91860,816,6934,6777,6256,572,5468,5467,3280,2941,2939,2938,26291,2308,2100,2099,208,163688,111,1030"
"KEGG","Coronavirus disease - COVID-19","KEGG:05171","1","0","231","386","9","8484","731,729,59272,4153,2266,2244,2243,2165,10747"
"KEGG","Human immunodeficiency virus 1 infection","KEGG:05170","1","0","210","386","4","8484","91860,572,208,163688"
"KEGG","Sphingolipid signaling pathway","KEGG:04071","1","0","120","386","2","8484","5581,208"
"KEGG","Cell cycle","KEGG:04110","1","0","157","386","1","8484","1030"
"KEGG","Oocyte meiosis","KEGG:04114","1","0","131","386","5","8484","91860,816,3630,163688,111"
"KEGG","Mitophagy - animal","KEGG:04137","1","0","103","386","2","8484","23786,2309"
"KEGG","Autophagy - animal","KEGG:04140","1","0","165","386","7","8484","8660,572,5563,3667,3630,2081,208"
"KEGG","Protein processing in endoplasmic reticulum","KEGG:04141","1","0","168","386","3","8484","7466,56605,2081"
"KEGG","Lysosome","KEGG:04142","1","0","131","386","2","8484","2548,10239"
"KEGG","Endocytosis","KEGG:04144","1","0","248","386","3","8484","414189,118813,116985"
"KEGG","Phagosome","KEGG:04145","1","0","147","386","1","8484","4153"
"KEGG","mTOR signaling pathway","KEGG:04150","1","0","155","386","5","8484","5563,3667,3643,3630,208"
"KEGG","Apoptosis","KEGG:04210","1","0","135","386","3","8484","572,2081,208"
"KEGG","Necroptosis","KEGG:04217","1","0","158","386","5","8484","816,6777,5837,5836,5834"
"KEGG","Cellular senescence","KEGG:04218","1","0","155","386","7","8484","91860,776,2309,2308,208,163688,1030"
"KEGG","Cardiac muscle contraction","KEGG:04260","1","0","87","386","1","8484","776"
"KEGG","Vascular smooth muscle contraction","KEGG:04270","1","0","133","386","6","8484","91860,776,5581,4882,163688,111"
"KEGG","Wnt signaling pathway","KEGG:04310","1","0","174","386","6","8484","8549,816,6934,64840,64321,5467"
"KEGG","Notch signaling pathway","KEGG:04330","1","0","60","386","2","8484","3280,11317"
"KEGG","TGF-beta signaling pathway","KEGG:04350","1","0","107","386","1","8484","1030"
"KEGG","Axon guidance","KEGG:04360","1","0","181","386","1","8484","816"
"KEGG","VEGF signaling pathway","KEGG:04370","1","0","59","386","2","8484","572,208"
"KEGG","Osteoclast differentiation","KEGG:04380","1","0","132","386","2","8484","5468,208"
"KEGG","Hippo signaling pathway","KEGG:04390","1","0","157","386","2","8484","6934,174"
"KEGG","Focal adhesion","KEGG:04510","1","0","202","386","2","8484","572,208"
"KEGG","Cell adhesion molecules","KEGG:04514","1","0","153","386","2","8484","9074,83692"
"KEGG","Adherens junction","KEGG:04520","1","0","93","386","2","8484","6934,3643"
"KEGG","Chemokine signaling pathway","KEGG:04062","1","0","190","386","6","8484","6777,572,2931,2309,208,111"
"KEGG","Cytokine-cytokine receptor interaction","KEGG:04060","1","0","291","386","8","8484","8995,7066,5618,5617,3952,285613,2689,1442"
"KEGG","Calcium signaling pathway","KEGG:04020","1","0","251","386","10","8484","91860,8912,816,776,773,57118,5261,5260,26291,163688"
"KEGG","Ras signaling pathway","KEGG:04014","1","0","235","386","7","8484","91860,572,3643,3630,26291,208,163688"
"KEGG","Steroid biosynthesis","KEGG:00100","1","0","20","386","1","8484","8435"
"KEGG","Pyrimidine metabolism","KEGG:00240","1","0","57","386","1","8484","1807"
"KEGG","Valine, leucine and isoleucine degradation","KEGG:00280","1","0","48","386","1","8484","3033"
"KEGG","Lysine degradation","KEGG:00310","1","0","63","386","1","8484","3033"
"KEGG","Other glycan degradation","KEGG:00511","1","0","18","386","1","8484","10825"
"KEGG","Other types of O-glycan biosynthesis","KEGG:00514","1","0","47","386","1","8484","29071"
"KEGG","Mannose type O-glycan biosynthesis","KEGG:00515","1","0","23","386","1","8484","10690"
"KEGG","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","KEGG:00534","1","0","24","386","1","8484","2132"
"KEGG","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","KEGG:00563","1","0","26","386","1","8484","84720"
"KEGG","Sphingolipid metabolism","KEGG:00600","1","0","54","386","1","8484","10825"
"KEGG","Pantothenate and CoA biosynthesis","KEGG:00770","1","0","21","386","1","8484","1807"
"KEGG","Terpenoid backbone biosynthesis","KEGG:00900","1","0","22","386","1","8484","3156"
"KEGG","Gap junction","KEGG:04540","1","0","88","386","2","8484","57369,111"
"KEGG","Nitrogen metabolism","KEGG:00910","1","0","17","386","1","8484","763"
"KEGG","Nucleotide metabolism","KEGG:01232","1","0","84","386","2","8484","7498,270"
"KEGG","EGFR tyrosine kinase inhibitor resistance","KEGG:01521","1","0","79","386","3","8484","572,2309,208"
"KEGG","ABC transporters","KEGG:02010","1","0","45","386","2","8484","8647,6833"
"KEGG","DNA replication","KEGG:03030","1","0","36","386","1","8484","5425"
"KEGG","Protein export","KEGG:03060","1","0","31","386","1","8484","29100"
"KEGG","Base excision repair","KEGG:03410","1","0","44","386","1","8484","5425"
"KEGG","Nucleotide excision repair","KEGG:03420","1","0","61","386","1","8484","5425"
"KEGG","Mismatch repair","KEGG:03430","1","0","23","386","1","8484","5425"
"KEGG","Homologous recombination","KEGG:03440","1","0","41","386","1","8484","5425"
"KEGG","Fanconi anemia pathway","KEGG:03460","1","0","54","386","1","8484","3280"
"KEGG","MAPK signaling pathway","KEGG:04010","1","0","301","386","8","8484","8912,776,773,3643,3630,26291,208,1852"
"KEGG","ErbB signaling pathway","KEGG:04012","1","0","84","386","4","8484","816,6777,572,208"
"KEGG","Biosynthesis of unsaturated fatty acids","KEGG:01040","1","0","27","386","1","8484","83401"
"KEGG","Signaling pathways regulating pluripotency of stem cells","KEGG:04550","1","0","143","386","5","8484","5080,3670,3175,208,1852"
"KEGG","Neutrophil extracellular trap formation","KEGG:04613","1","0","188","386","5","8484","2266,2244,2243,208,102724334"
"KEGG","Morphine addiction","KEGG:05032","1","0","89","386","4","8484","773,50940,27115,111"
"KEGG","Nicotine addiction","KEGG:05033","1","0","40","386","1","8484","773"
"KEGG","Alcoholism","KEGG:05034","1","0","187","386","6","8484","91860,90993,84699,163688,111,102724334"
"KEGG","Vibrio cholerae infection","KEGG:05110","1","0","50","386","1","8484","3784"
"KEGG","Pathogenic Escherichia coli infection","KEGG:05130","1","0","197","386","1","8484","9074"
"KEGG","Shigellosis","KEGG:05131","1","0","246","386","9","8484","80201,5581,3101,3099,3098,2931,2309,2308,208"
"KEGG","Salmonella infection","KEGG:05132","1","0","249","386","3","8484","6934,55207,208"
"KEGG","Pertussis","KEGG:05133","1","0","76","386","2","8484","91860,163688"
"KEGG","Legionellosis","KEGG:05134","1","0","56","386","1","8484","23786"
"KEGG","Yersinia infection","KEGG:05135","1","0","136","386","1","8484","208"
"KEGG","Chagas disease","KEGG:05142","1","0","101","386","1","8484","208"
"KEGG","Toxoplasmosis","KEGG:05145","1","0","108","386","2","8484","572,208"
"KEGG","Amoebiasis","KEGG:05146","1","0","101","386","1","8484","731"
"KEGG","Staphylococcus aureus infection","KEGG:05150","1","0","86","386","4","8484","4153,2266,1671,10747"
"KEGG","Tuberculosis","KEGG:05152","1","0","175","386","5","8484","91860,816,572,208,163688"
"KEGG","Hepatitis C","KEGG:05160","1","0","158","386","5","8484","9074,6256,572,5465,208"
"KEGG","Hepatitis B","KEGG:05161","1","0","162","386","6","8484","90993,84699,6777,6554,572,208"
"KEGG","Measles","KEGG:05162","1","0","138","386","3","8484","6777,572,208"
"KEGG","Human cytomegalovirus infection","KEGG:05163","1","0","223","386","6","8484","91860,90993,84699,208,163688,111"
"KEGG","Influenza A","KEGG:05164","1","0","167","386","1","8484","208"
"KEGG","Human papillomavirus infection","KEGG:05165","1","0","330","386","8","8484","90993,84699,6934,572,3280,2308,208,11317"
"KEGG","Human T-cell leukemia virus 1 infection","KEGG:05166","1","0","218","386","7","8484","90993,84699,6777,208,200186,111,1030"
"KEGG","Kaposi sarcoma-associated herpesvirus infection","KEGG:05167","1","0","194","386","4","8484","91860,6934,208,163688"
"KEGG","Herpes simplex virus 1 infection","KEGG:05168","1","0","506","386","3","8484","572,25833,208"
"KEGG","Epstein-Barr virus infection","KEGG:05169","1","0","198","386","3","8484","3280,208,11317"
"KEGG","Pathways of neurodegeneration - multiple diseases","KEGG:05022","1","0","474","386","8","8484","91860,816,776,6311,572,50507,2081,163688"
"KEGG","Prion disease","KEGG:05020","1","0","271","386","6","8484","90993,84699,776,731,729,572"
"KEGG","Huntington disease","KEGG:05016","1","0","305","386","6","8484","90993,84699,7350,5468,2081,10891"
"KEGG","Amyotrophic lateral sclerosis","KEGG:05014","1","0","363","386","3","8484","6311,572,2081"
"KEGG","Renin-angiotensin system","KEGG:04614","1","0","23","386","1","8484","59272"
"KEGG","Toll-like receptor signaling pathway","KEGG:04620","1","0","106","386","1","8484","208"
"KEGG","NOD-like receptor signaling pathway","KEGG:04621","1","0","182","386","1","8484","1671"
"KEGG","RIG-I-like receptor signaling pathway","KEGG:04622","1","0","71","386","1","8484","26007"
"KEGG","C-type lectin receptor signaling pathway","KEGG:04625","1","0","104","386","3","8484","91860,208,163688"
"KEGG","Hematopoietic cell lineage","KEGG:04640","1","0","92","386","1","8484","7066"
"KEGG","Th1 and Th2 cell differentiation","KEGG:04658","1","0","89","386","3","8484","6777,4094,11317"
"KEGG","Th17 cell differentiation","KEGG:04659","1","0","105","386","3","8484","6777,6256,6095"
"KEGG","T cell receptor signaling pathway","KEGG:04660","1","0","119","386","1","8484","208"
"KEGG","B cell receptor signaling pathway","KEGG:04662","1","0","81","386","1","8484","208"
"KEGG","Fc epsilon RI signaling pathway","KEGG:04664","1","0","67","386","1","8484","208"
"KEGG","Fc gamma R-mediated phagocytosis","KEGG:04666","1","0","96","386","2","8484","5581,208"
"KEGG","Platelet activation","KEGG:04611","1","0","124","386","5","8484","2266,2244,2243,208,111"
"KEGG","TNF signaling pathway","KEGG:04668","1","0","113","386","3","8484","90993,84699,208"
"KEGG","Synaptic vesicle cycle","KEGG:04721","1","0","78","386","3","8484","773,6844,339302"
"KEGG","Retrograde endocannabinoid signaling","KEGG:04723","1","0","148","386","4","8484","776,773,1268,111"
"KEGG","Glutamatergic synapse","KEGG:04724","1","0","115","386","3","8484","776,773,111"
"KEGG","GABAergic synapse","KEGG:04727","1","0","89","386","4","8484","776,773,2572,111"
"KEGG","Long-term depression","KEGG:04730","1","0","59","386","1","8484","773"
"KEGG","Olfactory transduction","KEGG:04740","1","0","428","386","4","8484","91860,816,283617,163688"
"KEGG","Taste transduction","KEGG:04742","1","0","85","386","1","8484","773"
"KEGG","Regulation of actin cytoskeleton","KEGG:04810","1","0","227","386","5","8484","731,729,3630,26291,208"
"KEGG","Motor proteins","KEGG:04814","1","0","193","386","3","8484","8735,22989,113220"
"KEGG","Progesterone-mediated oocyte maturation","KEGG:04914","1","0","102","386","3","8484","3630,208,111"
"KEGG","Relaxin signaling pathway","KEGG:04926","1","0","129","386","4","8484","90993,84699,208,111"
"KEGG","Endocrine and other factor-regulated calcium reabsorption","KEGG:04961","1","0","53","386","2","8484","9365,2099"
"KEGG","Leukocyte transendothelial migration","KEGG:04670","1","0","114","386","4","8484","9074,83692,11069,10411"
"HP","Increased waist to hip ratio","HP:0031819","7.517890180231273e-20","19.123904022658905","35","235","23","5080","8660,8431,7466,7352,6934,6928,6927,6833,6514,56729,5468,51738,5078,4760,4544,3990,3667,3651,3172,2645,208,169026,10644"
"HP","Abnormal waist to hip ratio","HP:0031818","7.517890180231273e-20","19.123904022658905","35","235","23","5080","8660,8431,7466,7352,6934,6928,6927,6833,6514,56729,5468,51738,5078,4760,4544,3990,3667,3651,3172,2645,208,169026,10644"
"HP","Insulin resistance","HP:0000855","6.757033379637208e-13","12.170243935661906","110","235","30","5080","8660,8462,7466,6934,6928,6927,6833,6524,6514,63924,56729,5468,5346,5078,4760,4544,3991,3990,3952,3767,3667,3651,3643,3630,3172,2645,256297,208,169026,10644"
"HP","Hyperinsulinemic hypoglycemia","HP:0000825","2.3592057678927434e-12","11.627234178672209","27","235","16","5080","8462,7351,6927,6833,6566,5078,4760,4351,389692,3767,3651,3643,3630,3172,3033,2645"
"HP","Impaired glucose tolerance","HP:0040270","3.421205800909004e-12","11.465820800263682","37","235","18","5080","8462,7466,6928,6927,6833,6524,6523,6514,5078,4760,389692,3767,3651,3643,3630,3172,2645,2099"
"HP","Insulin-resistant diabetes mellitus","HP:0000831","9.258460528334848e-12","11.033461220621662","39","235","18","5080","8462,6927,6833,63924,5468,5346,5078,4760,3991,3952,3767,3651,3643,3630,3172,2645,256297,208"
"HP","Abnormal oral glucose tolerance","HP:0004924","1.7964783134973445e-11","10.745578021089603","15","235","12","5080","8462,6927,6833,6524,6523,5078,4760,3767,3651,3630,3172,2645"
"HP","Abnormal circulating C-peptide concentration","HP:0030794","3.472992969842671e-11","10.459296095802864","27","235","15","5080","8462,7351,6927,6833,63924,5468,5078,4760,3767,3651,3643,3630,3172,3033,2645"
"HP","Pancreatic hypoplasia","HP:0002594","8.676998135442207e-11","10.061630495871606","24","235","14","5080","8462,6928,6927,6833,5078,4760,3767,3651,3630,3172,2645,256297,222546,169792"
"HP","Abnormal circulating metabolite concentration","HP:0032180","3.597681062429294e-10","9.443977339869425","1438","235","117","5080","9971,9420,9365,9095,8788,866,8647,84699,8462,7780,776,763,7498,7351,7276,7274,7173,7066,6999,6928,6927,6898,6833,6718,6690,6566,6554,6523,6514,64788,64116,63924,63036,6239,5950,5837,5836,56606,56246,56172,55630,55532,5468,5406,5346,5313,5261,5260,5230,5213,51085,5105,5091,5078,5053,5009,4882,4760,4547,4351,4160,3991,3990,3952,3931,389434,3784,3767,3651,3643,3630,345,336,3242,3172,3156,3098,3034,3033,2998,29071,286,283209,2806,27329,270,2645,26007,25970,255738,2548,2538,229,222546,2203,208,2027,189,1807,174,1733,169792,164656,162417,1581,1576,142680,1374,1357,1356,1317,130589,116519,113220,1071,10599,1030"
"HP","Fasting hypoglycemia","HP:0003162","4.285576461649444e-10","9.367990751973034","22","235","13","5080","9095,6927,6833,6514,5261,5105,3767,3643,3172,2998,2538,2203,208"
"HP","Abnormal glucose homeostasis","HP:0011014","7.982354722473159e-10","9.09786897680385","687","235","72","5080","9971,9095,8788,8660,8462,763,7466,7351,7274,6934,6928,6927,6833,6690,6566,6524,6523,6514,64788,63924,63036,5837,5836,56729,56246,5468,5346,5261,5122,51085,5106,5105,5091,5080,5078,50674,5009,4760,4544,4351,4160,3991,3990,3952,389692,3795,3784,3767,3667,3651,3643,3630,3172,3170,3033,2998,2645,25970,256297,2538,229,222546,2203,2099,208,169792,169026,1374,1357,1356,116519,10644"
"HP","Abnormal pancreas size","HP:0012094","1.7055556860201072e-9","8.768134096405253","34","235","15","5080","8462,6928,6927,6833,5078,4760,3784,3767,3651,3630,3172,2645,256297,222546,169792"
"HP","Diabetic ketoacidosis","HP:0001953","2.0213503393195026e-9","8.694358408282232","20","235","12","5080","8462,6927,6833,63924,5078,4760,3767,3651,3643,3630,3172,2645"
"HP","Abnormal circulating organic compound concentration","HP:0430071","2.7132865854579804e-9","8.566504332331396","754","235","75","5080","9971,9420,8788,8647,84699,763,7498,7351,7274,7173,6999,6928,6927,6898,6833,6718,6554,6514,64788,63924,63036,5837,5836,56606,55532,5468,5406,5346,5313,5261,5230,5213,5105,5091,5053,5009,4547,4160,3991,3990,3952,3931,389434,3767,3643,345,336,3242,3172,3098,3034,3033,2998,29071,286,283209,2806,27329,25970,255738,2538,229,222546,2203,208,1807,1733,162417,1581,1374,130589,116519,113220,1071,10599"
